age,weight,height,gender,goal,level,steps,location,mon,tue,wed,thu,fri,sat,sun
55,91,191,F,Похудение,Продвинутый,4600,Дом,Функционалка 30 мин,Растяжка 15 мин,Отжимания 4x12,Функционалка 30 мин,Приседания 4x15,Кардио 25 мин,Функционалка 30 мин
35,82,167,M,Похудение,Продвинутый,9011,Дом,Планка 3x1 мин,Функционалка 30 мин,Кардио 25 мин,Планка 3x1 мин,Йога 30 мин,Отжимания 4x12,Приседания 4x15
50,90,179,F,Похудение,Продвинутый,8810,Дом,Функционалка 30 мин,Отжимания 4x12,Приседания 4x15,Йога 30 мин,Берпи 3x20,Кардио 25 мин,Берпи 3x20
27,73,189,M,Похудение,Средний,8214,Дом,Функционалка 30 мин,Растяжка 15 мин,Йога 30 мин,Планка 3x1 мин,Растяжка 15 мин,Планка 3x1 мин,Растяжка 15 мин
26,66,186,M,Похудение,Средний,9301,Дом,Растяжка 15 мин,Отжимания 4x12,Йога 30 мин,Функционалка 30 мин,Кардио 25 мин,Йога 30 мин,Отжимания 4x12
45,73,160,M,Похудение,Продвинутый,4625,Дом,Отжимания 4x12,Планка 3x1 мин,Растяжка 15 мин,Функционалка 30 мин,Берпи 3x20,Отжимания 4x12,Растяжка 15 мин
47,76,174,F,Похудение,Средний,6526,Дом,Планка 3x1 мин,Функционалка 30 мин,Отжимания 4x12,Берпи 3x20,Йога 30 мин,Планка 3x1 мин,Функционалка 30 мин
51,86,187,F,Похудение,Продвинутый,5300,Дом,Отжимания 4x12,Отжимания 4x12,Приседания 4x15,Приседания 4x15,Йога 30 мин,Приседания 4x15,Отжимания 4x12
31,56,165,M,Похудение,Начинающий,10554,Дом,Берпи 3x20,Отжимания 4x12,Растяжка 15 мин,Йога 30 мин,Йога 30 мин,Растяжка 15 мин,Растяжка 15 мин
27,68,183,F,Похудение,Продвинутый,4067,Дом,Функционалка 30 мин,Йога 30 мин,Планка 3x1 мин,Берпи 3x20,Приседания 4x15,Растяжка 15 мин,Отжимания 4x12
45,68,193,F,Похудение,Начинающий,4011,Дом,Функционалка 30 мин,Растяжка 15 мин,Функционалка 30 мин,Функционалка 30 мин,Йога 30 мин,Функционалка 30 мин,Приседания 4x15
34,92,181,M,Похудение,Начинающий,4860,Дом,Берпи 3x20,Йога 30 мин,Йога 30 мин,Кардио 25 мин,Планка 3x1 мин,Кардио 25 мин,Планка 3x1 мин
27,78,183,F,Похудение,Средний,10833,Дом,Растяжка 15 мин,Йога 30 мин,Берпи 3x20,Планка 3x1 мин,Приседания 4x15,Берпи 3x20,Кардио 25 мин
46,90,168,M,Похудение,Продвинутый,9379,Дом,Растяжка 15 мин,Отжимания 4x12,Берпи 3x20,Растяжка 15 мин,Растяжка 15 мин,Приседания 4x15,Йога 30 мин
36,61,180,F,Похудение,Продвинутый,4639,Дом,Функционалка 30 мин,Растяжка 15 мин,Планка 3x1 мин,Растяжка 15 мин,Растяжка 15 мин,Приседания 4x15,Функционалка 30 мин
36,66,187,F,Похудение,Продвинутый,5173,Дом,Приседания 4x15,Берпи 3x20,Функционалка 30 мин,Берпи 3x20,Планка 3x1 мин,Планка 3x1 мин,Отжимания 4x12
49,90,177,M,Похудение,Продвинутый,4590,Дом,Йога 30 мин,Берпи 3x20,Растяжка 15 мин,Функционалка 30 мин,Функционалка 30 мин,Кардио 25 мин,Приседания 4x15
24,75,184,M,Похудение,Начинающий,7320,Дом,Планка 3x1 мин,Йога 30 мин,Отжимания 4x12,Растяжка 15 мин,Кардио 25 мин,Растяжка 15 мин,Отжимания 4x12
43,80,174,F,Похудение,Средний,5364,Дом,Функционалка 30 мин,Приседания 4x15,Отжимания 4x12,Функционалка 30 мин,Растяжка 15 мин,Приседания 4x15,Функционалка 30 мин
46,87,171,F,Похудение,Продвинутый,7968,Дом,Планка 3x1 мин,Йога 30 мин,Планка 3x1 мин,Приседания 4x15,Планка 3x1 мин,Отжимания 4x12,Планка 3x1 мин
27,84,168,M,Похудение,Продвинутый,7751,Дом,Кардио 25 мин,Растяжка 15 мин,Отжимания 4x12,Приседания 4x15,Отжимания 4x12,Берпи 3x20,Отжимания 4x12
21,86,171,M,Похудение,Продвинутый,6299,Дом,Функционалка 30 мин,Планка 3x1 мин,Берпи 3x20,Отжимания 4x12,Растяжка 15 мин,Приседания 4x15,Отжимания 4x12
42,82,181,F,Похудение,Начинающий,6420,Дом,Йога 30 мин,Приседания 4x15,Отжимания 4x12,Приседания 4x15,Планка 3x1 мин,Растяжка 15 мин,Планка 3x1 мин
26,64,172,F,Похудение,Средний,8044,Дом,Растяжка 15 мин,Планка 3x1 мин,Планка 3x1 мин,Функционалка 30 мин,Отжимания 4x12,Функционалка 30 мин,Растяжка 15 мин
39,80,165,M,Похудение,Начинающий,5954,Дом,Берпи 3x20,Функционалка 30 мин,Отжимания 4x12,Берпи 3x20,Планка 3x1 мин,Отжимания 4x12,Планка 3x1 мин
35,72,162,M,Похудение,Продвинутый,10764,Дом,Берпи 3x20,Отжимания 4x12,Йога 30 мин,Йога 30 мин,Функционалка 30 мин,Берпи 3x20,Берпи 3x20
31,55,190,F,Похудение,Начинающий,7727,Дом,Приседания 4x15,Растяжка 15 мин,Кардио 25 мин,Функционалка 30 мин,Отжимания 4x12,Функционалка 30 мин,Йога 30 мин
39,93,183,F,Похудение,Начинающий,7868,Дом,Растяжка 15 мин,Функционалка 30 мин,Планка 3x1 мин,Планка 3x1 мин,Растяжка 15 мин,Приседания 4x15,Планка 3x1 мин
22,65,180,F,Похудение,Средний,5287,Дом,Берпи 3x20,Приседания 4x15,Берпи 3x20,Йога 30 мин,Планка 3x1 мин,Планка 3x1 мин,Йога 30 мин
31,92,181,M,Похудение,Начинающий,4768,Дом,Функционалка 30 мин,Растяжка 15 мин,Кардио 25 мин,Берпи 3x20,Функционалка 30 мин,Растяжка 15 мин,Приседания 4x15
33,81,174,M,Похудение,Начинающий,6560,Дом,Кардио 25 мин,Отжимания 4x12,Приседания 4x15,Приседания 4x15,Йога 30 мин,Растяжка 15 мин,Растяжка 15 мин
23,74,192,M,Похудение,Начинающий,4106,Дом,Приседания 4x15,Функционалка 30 мин,Приседания 4x15,Растяжка 15 мин,Приседания 4x15,Йога 30 мин,Отжимания 4x12
46,90,187,F,Похудение,Средний,7892,Дом,Планка 3x1 мин,Отжимания 4x12,Приседания 4x15,Берпи 3x20,Планка 3x1 мин,Планка 3x1 мин,Функционалка 30 мин
32,71,183,F,Похудение,Продвинутый,8509,Дом,Отжимания 4x12,Функционалка 30 мин,Йога 30 мин,Приседания 4x15,Растяжка 15 мин,Кардио 25 мин,Йога 30 мин
33,84,177,M,Похудение,Продвинутый,9441,Дом,Кардио 25 мин,Йога 30 мин,Функционалка 30 мин,Планка 3x1 мин,Функционалка 30 мин,Отжимания 4x12,Функционалка 30 мин
40,72,192,M,Похудение,Продвинутый,4838,Дом,Приседания 4x15,Планка 3x1 мин,Растяжка 15 мин,Планка 3x1 мин,Планка 3x1 мин,Йога 30 мин,Берпи 3x20
46,74,172,F,Похудение,Средний,8951,Дом,Берпи 3x20,Отжимания 4x12,Кардио 25 мин,Кардио 25 мин,Приседания 4x15,Отжимания 4x12,Планка 3x1 мин
53,59,167,F,Похудение,Продвинутый,11405,Дом,Приседания 4x15,Берпи 3x20,Функционалка 30 мин,Функционалка 30 мин,Йога 30 мин,Берпи 3x20,Функционалка 30 мин
39,92,184,F,Похудение,Начинающий,5275,Дом,Растяжка 15 мин,Берпи 3x20,Функционалка 30 мин,Функционалка 30 мин,Планка 3x1 мин,Кардио 25 мин,Приседания 4x15
46,56,181,F,Похудение,Продвинутый,4672,Дом,Отжимания 4x12,Функционалка 30 мин,Кардио 25 мин,Функционалка 30 мин,Растяжка 15 мин,Йога 30 мин,Планка 3x1 мин
39,67,188,F,Похудение,Продвинутый,9539,Дом,Растяжка 15 мин,Отжимания 4x12,Планка 3x1 мин,Функционалка 30 мин,Функционалка 30 мин,Растяжка 15 мин,Приседания 4x15
29,83,170,F,Похудение,Начинающий,5716,Дом,Функционалка 30 мин,Растяжка 15 мин,Кардио 25 мин,Йога 30 мин,Кардио 25 мин,Отжимания 4x12,Берпи 3x20
28,92,171,M,Похудение,Начинающий,6479,Дом,Планка 3x1 мин,Функционалка 30 мин,Планка 3x1 мин,Йога 30 мин,Функционалка 30 мин,Функционалка 30 мин,Функционалка 30 мин
52,90,183,M,Похудение,Продвинутый,5777,Дом,Планка 3x1 мин,Приседания 4x15,Йога 30 мин,Растяжка 15 мин,Функционалка 30 мин,Планка 3x1 мин,Растяжка 15 мин
31,86,187,F,Похудение,Средний,10173,Дом,Йога 30 мин,Берпи 3x20,Функционалка 30 мин,Функционалка 30 мин,Функционалка 30 мин,Планка 3x1 мин,Растяжка 15 мин
